,0,1,Month,Actual year,index1,Date,All property types,City
3211,August,2018,August,2018,3211,Aug-18,"£258,508",city-of-edinburgh
3212,September,2018,September,2018,3212,Sep-18,"£261,913",city-of-edinburgh
3213,October,2018,October,2018,3213,Oct-18,"£263,127",city-of-edinburgh
3214,November,2018,November,2018,3214,Nov-18,"£264,544",city-of-edinburgh
3215,December,2018,December,2018,3215,Dec-18,"£262,160",city-of-edinburgh
3216,January,2019,January,2019,3216,Jan-19,"£264,993",city-of-edinburgh
3217,February,2019,February,2019,3217,Feb-19,"£261,131",city-of-edinburgh
3218,March,2019,March,2019,3218,Mar-19,"£262,105",city-of-edinburgh
3219,April,2019,April,2019,3219,Apr-19,"£261,588",city-of-edinburgh
3220,May,2019,May,2019,3220,May-19,"£263,816",city-of-edinburgh
3221,June,2019,June,2019,3221,Jun-19,"£266,361",city-of-edinburgh
3222,July,2019,July,2019,3222,Jul-19,"£268,277",city-of-edinburgh
3223,August,2019,August,2019,3223,Aug-19,"£270,417",city-of-edinburgh
3224,September,2019,September,2019,3224,Sep-19,"£274,592",city-of-edinburgh
3225,October,2019,October,2019,3225,Oct-19,"£276,353",city-of-edinburgh
3226,November,2019,November,2019,3226,Nov-19,"£278,482",city-of-edinburgh
3227,December,2019,December,2019,3227,Dec-19,"£274,421",city-of-edinburgh
3228,January,2020,January,2020,3228,Jan-20,"£274,585",city-of-edinburgh
3229,February,2020,February,2020,3229,Feb-20,"£274,729",city-of-edinburgh
3230,March,2020,March,2020,3230,Mar-20,"£274,512",city-of-edinburgh
3231,April,2020,April,2020,3231,Apr-20,"£271,414",city-of-edinburgh
3232,May,2020,May,2020,3232,May-20,"£274,027",city-of-edinburgh
3233,June,2020,June,2020,3233,Jun-20,"£280,771",city-of-edinburgh
3234,July,2020,July,2020,3234,Jul-20,"£285,179",city-of-edinburgh
3235,August,2020,August,2020,3235,Aug-20,"£283,893",city-of-edinburgh
3236,September,2020,September,2020,3236,Sep-20,"£280,498",city-of-edinburgh
3237,October,2020,October,2020,3237,Oct-20,"£281,296",city-of-edinburgh
3238,November,2020,November,2020,3238,Nov-20,"£283,313",city-of-edinburgh
3239,December,2020,December,2020,3239,Dec-20,"£284,630",city-of-edinburgh
3240,January,2021,January,2021,3240,Jan-21,"£282,539",city-of-edinburgh
3241,February,2021,February,2021,3241,Feb-21,"£281,589",city-of-edinburgh
3242,March,2021,March,2021,3242,Mar-21,"£285,122",city-of-edinburgh
3243,April,2021,April,2021,3243,Apr-21,"£290,018",city-of-edinburgh
3244,May,2021,May,2021,3244,May-21,"£297,833",city-of-edinburgh
3245,June,2021,June,2021,3245,Jun-21,"£299,689",city-of-edinburgh
3246,July,2021,July,2021,3246,Jul-21,"£307,109",city-of-edinburgh
3247,August,2021,August,2021,3247,Aug-21,"£312,083",city-of-edinburgh
3248,September,2021,September,2021,3248,Sep-21,"£319,470",city-of-edinburgh
3249,October,2021,October,2021,3249,Oct-21,"£319,160",city-of-edinburgh
3250,January,2000,January,2000,3250,Jan-00,"£91,439",bournemouth-christchurch-and-poole
3251,February,2000,February,2000,3251,Feb-00,"£93,174",bournemouth-christchurch-and-poole
3252,March,2000,March,2000,3252,Mar-00,"£93,817",bournemouth-christchurch-and-poole
3253,April,2000,April,2000,3253,Apr-00,"£96,235",bournemouth-christchurch-and-poole
3254,May,2000,May,2000,3254,May-00,"£97,364",bournemouth-christchurch-and-poole
3255,June,2000,June,2000,3255,Jun-00,"£100,041",bournemouth-christchurch-and-poole
3256,July,2000,July,2000,3256,Jul-00,"£102,670",bournemouth-christchurch-and-poole
3257,August,2000,August,2000,3257,Aug-00,"£104,110",bournemouth-christchurch-and-poole
3258,September,2000,September,2000,3258,Sep-00,"£103,888",bournemouth-christchurch-and-poole
3259,October,2000,October,2000,3259,Oct-00,"£103,026",bournemouth-christchurch-and-poole
3260,November,2000,November,2000,3260,Nov-00,"£104,191",bournemouth-christchurch-and-poole
3261,December,2000,December,2000,3261,Dec-00,"£105,174",bournemouth-christchurch-and-poole
3262,January,2001,January,2001,3262,Jan-01,"£105,634",bournemouth-christchurch-and-poole
3263,February,2001,February,2001,3263,Feb-01,"£103,338",bournemouth-christchurch-and-poole
3264,March,2001,March,2001,3264,Mar-01,"£104,600",bournemouth-christchurch-and-poole
3265,April,2001,April,2001,3265,Apr-01,"£105,006",bournemouth-christchurch-and-poole
3266,May,2001,May,2001,3266,May-01,"£108,137",bournemouth-christchurch-and-poole
3267,June,2001,June,2001,3267,Jun-01,"£108,755",bournemouth-christchurch-and-poole
3268,July,2001,July,2001,3268,Jul-01,"£111,048",bournemouth-christchurch-and-poole
3269,August,2001,August,2001,3269,Aug-01,"£112,382",bournemouth-christchurch-and-poole
3270,September,2001,September,2001,3270,Sep-01,"£115,392",bournemouth-christchurch-and-poole
3271,October,2001,October,2001,3271,Oct-01,"£117,153",bournemouth-christchurch-and-poole
3272,November,2001,November,2001,3272,Nov-01,"£119,157",bournemouth-christchurch-and-poole
3273,December,2001,December,2001,3273,Dec-01,"£119,473",bournemouth-christchurch-and-poole
3274,January,2002,January,2002,3274,Jan-02,"£122,335",bournemouth-christchurch-and-poole
3275,February,2002,February,2002,3275,Feb-02,"£123,570",bournemouth-christchurch-and-poole
3276,March,2002,March,2002,3276,Mar-02,"£125,862",bournemouth-christchurch-and-poole
3277,April,2002,April,2002,3277,Apr-02,"£125,704",bournemouth-christchurch-and-poole
3278,May,2002,May,2002,3278,May-02,"£128,208",bournemouth-christchurch-and-poole
3279,June,2002,June,2002,3279,Jun-02,"£132,072",bournemouth-christchurch-and-poole
3280,July,2002,July,2002,3280,Jul-02,"£136,924",bournemouth-christchurch-and-poole
3281,August,2002,August,2002,3281,Aug-02,"£140,235",bournemouth-christchurch-and-poole
3282,September,2002,September,2002,3282,Sep-02,"£144,527",bournemouth-christchurch-and-poole
3283,October,2002,October,2002,3283,Oct-02,"£148,947",bournemouth-christchurch-and-poole
3284,November,2002,November,2002,3284,Nov-02,"£152,941",bournemouth-christchurch-and-poole
3285,December,2002,December,2002,3285,Dec-02,"£154,835",bournemouth-christchurch-and-poole
3286,January,2003,January,2003,3286,Jan-03,"£156,987",bournemouth-christchurch-and-poole
3287,February,2003,February,2003,3287,Feb-03,"£158,942",bournemouth-christchurch-and-poole
3288,March,2003,March,2003,3288,Mar-03,"£160,277",bournemouth-christchurch-and-poole
3289,April,2003,April,2003,3289,Apr-03,"£162,077",bournemouth-christchurch-and-poole
3290,May,2003,May,2003,3290,May-03,"£163,598",bournemouth-christchurch-and-poole
3291,June,2003,June,2003,3291,Jun-03,"£166,335",bournemouth-christchurch-and-poole
3292,July,2003,July,2003,3292,Jul-03,"£167,417",bournemouth-christchurch-and-poole
3293,August,2003,August,2003,3293,Aug-03,"£169,431",bournemouth-christchurch-and-poole
3294,September,2003,September,2003,3294,Sep-03,"£169,616",bournemouth-christchurch-and-poole
3295,October,2003,October,2003,3295,Oct-03,"£170,961",bournemouth-christchurch-and-poole
3296,November,2003,November,2003,3296,Nov-03,"£172,220",bournemouth-christchurch-and-poole
3297,December,2003,December,2003,3297,Dec-03,"£174,303",bournemouth-christchurch-and-poole
3298,January,2004,January,2004,3298,Jan-04,"£176,120",bournemouth-christchurch-and-poole
3299,February,2004,February,2004,3299,Feb-04,"£176,581",bournemouth-christchurch-and-poole
3300,March,2004,March,2004,3300,Mar-04,"£177,063",bournemouth-christchurch-and-poole
3301,April,2004,April,2004,3301,Apr-04,"£179,565",bournemouth-christchurch-and-poole
3302,May,2004,May,2004,3302,May-04,"£185,820",bournemouth-christchurch-and-poole
3303,June,2004,June,2004,3303,Jun-04,"£189,859",bournemouth-christchurch-and-poole
3304,July,2004,July,2004,3304,Jul-04,"£191,547",bournemouth-christchurch-and-poole
3305,August,2004,August,2004,3305,Aug-04,"£191,669",bournemouth-christchurch-and-poole
3306,September,2004,September,2004,3306,Sep-04,"£193,785",bournemouth-christchurch-and-poole
3307,October,2004,October,2004,3307,Oct-04,"£194,819",bournemouth-christchurch-and-poole
3308,November,2004,November,2004,3308,Nov-04,"£196,206",bournemouth-christchurch-and-poole
3309,December,2004,December,2004,3309,Dec-04,"£194,897",bournemouth-christchurch-and-poole
3310,January,2005,January,2005,3310,Jan-05,"£194,519",bournemouth-christchurch-and-poole
3311,February,2005,February,2005,3311,Feb-05,"£191,947",bournemouth-christchurch-and-poole
3312,March,2005,March,2005,3312,Mar-05,"£191,668",bournemouth-christchurch-and-poole
3313,April,2005,April,2005,3313,Apr-05,"£191,785",bournemouth-christchurch-and-poole
3314,May,2005,May,2005,3314,May-05,"£192,928",bournemouth-christchurch-and-poole
3315,June,2005,June,2005,3315,Jun-05,"£192,608",bournemouth-christchurch-and-poole
3316,July,2005,July,2005,3316,Jul-05,"£193,331",bournemouth-christchurch-and-poole
3317,August,2005,August,2005,3317,Aug-05,"£191,867",bournemouth-christchurch-and-poole
3318,September,2005,September,2005,3318,Sep-05,"£190,389",bournemouth-christchurch-and-poole
3319,October,2005,October,2005,3319,Oct-05,"£189,819",bournemouth-christchurch-and-poole
3320,November,2005,November,2005,3320,Nov-05,"£193,548",bournemouth-christchurch-and-poole
3321,December,2005,December,2005,3321,Dec-05,"£196,037",bournemouth-christchurch-and-poole
3322,January,2006,January,2006,3322,Jan-06,"£196,817",bournemouth-christchurch-and-poole
3323,February,2006,February,2006,3323,Feb-06,"£195,146",bournemouth-christchurch-and-poole
3324,March,2006,March,2006,3324,Mar-06,"£195,766",bournemouth-christchurch-and-poole
3325,April,2006,April,2006,3325,Apr-06,"£194,232",bournemouth-christchurch-and-poole
3326,May,2006,May,2006,3326,May-06,"£196,900",bournemouth-christchurch-and-poole
3327,June,2006,June,2006,3327,Jun-06,"£197,983",bournemouth-christchurch-and-poole
3328,July,2006,July,2006,3328,Jul-06,"£202,132",bournemouth-christchurch-and-poole
3329,August,2006,August,2006,3329,Aug-06,"£201,723",bournemouth-christchurch-and-poole
3330,September,2006,September,2006,3330,Sep-06,"£203,711",bournemouth-christchurch-and-poole
3331,October,2006,October,2006,3331,Oct-06,"£205,034",bournemouth-christchurch-and-poole
3332,November,2006,November,2006,3332,Nov-06,"£209,359",bournemouth-christchurch-and-poole
3333,December,2006,December,2006,3333,Dec-06,"£211,264",bournemouth-christchurch-and-poole
3334,January,2007,January,2007,3334,Jan-07,"£211,177",bournemouth-christchurch-and-poole
3335,February,2007,February,2007,3335,Feb-07,"£210,001",bournemouth-christchurch-and-poole
3336,March,2007,March,2007,3336,Mar-07,"£212,584",bournemouth-christchurch-and-poole
3337,April,2007,April,2007,3337,Apr-07,"£216,228",bournemouth-christchurch-and-poole
3338,May,2007,May,2007,3338,May-07,"£217,938",bournemouth-christchurch-and-poole
3339,June,2007,June,2007,3339,Jun-07,"£219,228",bournemouth-christchurch-and-poole
3340,July,2007,July,2007,3340,Jul-07,"£219,929",bournemouth-christchurch-and-poole
3341,August,2007,August,2007,3341,Aug-07,"£222,996",bournemouth-christchurch-and-poole
3342,September,2007,September,2007,3342,Sep-07,"£224,025",bournemouth-christchurch-and-poole
3343,October,2007,October,2007,3343,Oct-07,"£225,167",bournemouth-christchurch-and-poole
3344,November,2007,November,2007,3344,Nov-07,"£226,436",bournemouth-christchurch-and-poole
3345,December,2007,December,2007,3345,Dec-07,"£225,967",bournemouth-christchurch-and-poole
3346,January,2008,January,2008,3346,Jan-08,"£225,500",bournemouth-christchurch-and-poole
3347,February,2008,February,2008,3347,Feb-08,"£221,968",bournemouth-christchurch-and-poole
3348,March,2008,March,2008,3348,Mar-08,"£220,793",bournemouth-christchurch-and-poole
3349,April,2008,April,2008,3349,Apr-08,"£217,926",bournemouth-christchurch-and-poole
3350,May,2008,May,2008,3350,May-08,"£215,539",bournemouth-christchurch-and-poole
3351,June,2008,June,2008,3351,Jun-08,"£213,972",bournemouth-christchurch-and-poole
3352,July,2008,July,2008,3352,Jul-08,"£210,609",bournemouth-christchurch-and-poole
3353,August,2008,August,2008,3353,Aug-08,"£208,111",bournemouth-christchurch-and-poole
3354,September,2008,September,2008,3354,Sep-08,"£203,074",bournemouth-christchurch-and-poole
3355,October,2008,October,2008,3355,Oct-08,"£202,065",bournemouth-christchurch-and-poole
3356,November,2008,November,2008,3356,Nov-08,"£198,157",bournemouth-christchurch-and-poole
3357,December,2008,December,2008,3357,Dec-08,"£196,312",bournemouth-christchurch-and-poole
3358,January,2009,January,2009,3358,Jan-09,"£188,940",bournemouth-christchurch-and-poole
3359,February,2009,February,2009,3359,Feb-09,"£187,568",bournemouth-christchurch-and-poole
3360,March,2009,March,2009,3360,Mar-09,"£182,421",bournemouth-christchurch-and-poole
3361,April,2009,April,2009,3361,Apr-09,"£181,659",bournemouth-christchurch-and-poole
3362,May,2009,May,2009,3362,May-09,"£181,911",bournemouth-christchurch-and-poole
3363,June,2009,June,2009,3363,Jun-09,"£187,006",bournemouth-christchurch-and-poole
3364,July,2009,July,2009,3364,Jul-09,"£190,586",bournemouth-christchurch-and-poole
3365,August,2009,August,2009,3365,Aug-09,"£190,576",bournemouth-christchurch-and-poole
3366,September,2009,September,2009,3366,Sep-09,"£190,696",bournemouth-christchurch-and-poole
3367,October,2009,October,2009,3367,Oct-09,"£195,046",bournemouth-christchurch-and-poole
3368,November,2009,November,2009,3368,Nov-09,"£197,773",bournemouth-christchurch-and-poole
3369,December,2009,December,2009,3369,Dec-09,"£198,472",bournemouth-christchurch-and-poole
3370,January,2010,January,2010,3370,Jan-10,"£198,057",bournemouth-christchurch-and-poole
3371,February,2010,February,2010,3371,Feb-10,"£199,183",bournemouth-christchurch-and-poole
3372,March,2010,March,2010,3372,Mar-10,"£199,399",bournemouth-christchurch-and-poole
3373,April,2010,April,2010,3373,Apr-10,"£202,143",bournemouth-christchurch-and-poole
3374,May,2010,May,2010,3374,May-10,"£204,472",bournemouth-christchurch-and-poole
3375,June,2010,June,2010,3375,Jun-10,"£205,693",bournemouth-christchurch-and-poole
3376,July,2010,July,2010,3376,Jul-10,"£205,650",bournemouth-christchurch-and-poole
3377,August,2010,August,2010,3377,Aug-10,"£204,516",bournemouth-christchurch-and-poole
3378,September,2010,September,2010,3378,Sep-10,"£207,172",bournemouth-christchurch-and-poole
3379,October,2010,October,2010,3379,Oct-10,"£205,620",bournemouth-christchurch-and-poole
3380,November,2010,November,2010,3380,Nov-10,"£206,266",bournemouth-christchurch-and-poole
3381,December,2010,December,2010,3381,Dec-10,"£204,009",bournemouth-christchurch-and-poole
3382,January,2011,January,2011,3382,Jan-11,"£204,741",bournemouth-christchurch-and-poole
3383,February,2011,February,2011,3383,Feb-11,"£200,991",bournemouth-christchurch-and-poole
3384,March,2011,March,2011,3384,Mar-11,"£202,804",bournemouth-christchurch-and-poole
3385,April,2011,April,2011,3385,Apr-11,"£203,044",bournemouth-christchurch-and-poole
3386,May,2011,May,2011,3386,May-11,"£204,085",bournemouth-christchurch-and-poole
3387,June,2011,June,2011,3387,Jun-11,"£204,586",bournemouth-christchurch-and-poole
3388,July,2011,July,2011,3388,Jul-11,"£204,396",bournemouth-christchurch-and-poole
3389,August,2011,August,2011,3389,Aug-11,"£205,586",bournemouth-christchurch-and-poole
3390,September,2011,September,2011,3390,Sep-11,"£203,389",bournemouth-christchurch-and-poole
3391,October,2011,October,2011,3391,Oct-11,"£201,623",bournemouth-christchurch-and-poole
3392,November,2011,November,2011,3392,Nov-11,"£202,933",bournemouth-christchurch-and-poole
3393,December,2011,December,2011,3393,Dec-11,"£203,403",bournemouth-christchurch-and-poole
3394,January,2012,January,2012,3394,Jan-12,"£205,207",bournemouth-christchurch-and-poole
3395,February,2012,February,2012,3395,Feb-12,"£203,208",bournemouth-christchurch-and-poole
3396,March,2012,March,2012,3396,Mar-12,"£202,368",bournemouth-christchurch-and-poole
3397,April,2012,April,2012,3397,Apr-12,"£202,917",bournemouth-christchurch-and-poole
3398,May,2012,May,2012,3398,May-12,"£205,229",bournemouth-christchurch-and-poole
3399,June,2012,June,2012,3399,Jun-12,"£206,952",bournemouth-christchurch-and-poole
3400,July,2012,July,2012,3400,Jul-12,"£208,035",bournemouth-christchurch-and-poole
3401,August,2012,August,2012,3401,Aug-12,"£207,480",bournemouth-christchurch-and-poole
3402,September,2012,September,2012,3402,Sep-12,"£205,090",bournemouth-christchurch-and-poole
3403,October,2012,October,2012,3403,Oct-12,"£203,652",bournemouth-christchurch-and-poole
3404,November,2012,November,2012,3404,Nov-12,"£204,586",bournemouth-christchurch-and-poole
3405,December,2012,December,2012,3405,Dec-12,"£203,858",bournemouth-christchurch-and-poole
3406,January,2013,January,2013,3406,Jan-13,"£201,496",bournemouth-christchurch-and-poole
3407,February,2013,February,2013,3407,Feb-13,"£199,724",bournemouth-christchurch-and-poole
3408,March,2013,March,2013,3408,Mar-13,"£203,754",bournemouth-christchurch-and-poole
3409,April,2013,April,2013,3409,Apr-13,"£205,385",bournemouth-christchurch-and-poole
3410,May,2013,May,2013,3410,May-13,"£207,577",bournemouth-christchurch-and-poole
3411,June,2013,June,2013,3411,Jun-13,"£209,029",bournemouth-christchurch-and-poole
3412,July,2013,July,2013,3412,Jul-13,"£209,592",bournemouth-christchurch-and-poole
3413,August,2013,August,2013,3413,Aug-13,"£208,983",bournemouth-christchurch-and-poole
3414,September,2013,September,2013,3414,Sep-13,"£209,507",bournemouth-christchurch-and-poole
